date,country,daily_cases,daily_deaths,continent,year,month,month_name
2022-03-06,Kenya,343,7,Africa,2022,3,Mar 2022
2022-03-13,Kenya,289,9,Africa,2022,3,Mar 2022
2022-03-20,Kenya,235,1,Africa,2022,3,Mar 2022
2022-03-27,Kenya,187,1,Africa,2022,3,Mar 2022
2022-04-03,Kenya,222,2,Africa,2022,4,Apr 2022
2022-04-10,Kenya,134,6,Africa,2022,4,Apr 2022
2022-04-17,Kenya,5,5,Africa,2022,4,Apr 2022
2022-04-24,Kenya,190,4,Africa,2022,4,Apr 2022
2022-05-01,Kenya,203,4,Africa,2022,5,May 2022
2022-05-08,Kenya,0,0,Africa,2022,5,May 2022
2022-05-15,Kenya,60,4,Africa,2022,5,May 2022
2022-05-22,Kenya,145,0,Africa,2022,5,May 2022
2022-05-29,Kenya,220,6,Africa,2022,5,May 2022
2022-06-05,Kenya,87,5,Africa,2022,6,Jun 2022
2022-06-12,Kenya,33,2,Africa,2022,6,Jun 2022
2022-06-19,Kenya,57,1,Africa,2022,6,Jun 2022
2022-06-26,Kenya,142,6,Africa,2022,6,Jun 2022
2022-07-03,Kenya,14,0,Africa,2022,7,Jul 2022
2022-07-10,Kenya,0,2,Africa,2022,7,Jul 2022
2022-07-17,Kenya,11,0,Africa,2022,7,Jul 2022
2022-07-24,Kenya,0,0,Africa,2022,7,Jul 2022
2022-07-31,Kenya,38,2,Africa,2022,7,Jul 2022
2022-08-07,Kenya,124,7,Africa,2022,8,Aug 2022
2022-08-14,Kenya,42,0,Africa,2022,8,Aug 2022
2022-08-21,Kenya,4,2,Africa,2022,8,Aug 2022
2022-08-28,Kenya,0,4,Africa,2022,8,Aug 2022
2022-09-04,Kenya,0,3,Africa,2022,9,Sep 2022
2022-09-11,Kenya,65,6,Africa,2022,9,Sep 2022
2022-09-18,Kenya,5,2,Africa,2022,9,Sep 2022
2022-09-25,Kenya,0,0,Africa,2022,9,Sep 2022
2022-10-02,Kenya,199,0,Africa,2022,10,Oct 2022
2022-10-09,Kenya,24,0,Africa,2022,10,Oct 2022
2022-10-16,Kenya,0,0,Africa,2022,10,Oct 2022
2022-10-23,Kenya,0,6,Africa,2022,10,Oct 2022
2022-10-30,Kenya,72,1,Africa,2022,10,Oct 2022
2022-11-06,Kenya,9,0,Africa,2022,11,Nov 2022
2022-11-13,Kenya,0,1,Africa,2022,11,Nov 2022
2022-11-20,Kenya,57,1,Africa,2022,11,Nov 2022
2022-11-27,Kenya,0,5,Africa,2022,11,Nov 2022
2022-12-04,Kenya,113,0,Africa,2022,12,Dec 2022
2022-12-11,Kenya,65,2,Africa,2022,12,Dec 2022
2022-12-18,Kenya,0,0,Africa,2022,12,Dec 2022
2022-12-25,Kenya,77,0,Africa,2022,12,Dec 2022
2020-03-01,Ghana,418,7,Africa,2020,3,Mar 2020
2020-03-08,Ghana,477,4,Africa,2020,3,Mar 2020
2020-03-15,Ghana,484,2,Africa,2020,3,Mar 2020
2020-03-22,Ghana,498,5,Africa,2020,3,Mar 2020
2020-03-29,Ghana,488,6,Africa,2020,3,Mar 2020
2020-04-05,Ghana,590,8,Africa,2020,4,Apr 2020
2020-04-12,Ghana,542,4,Africa,2020,4,Apr 2020
2020-04-19,Ghana,697,8,Africa,2020,4,Apr 2020
2020-04-26,Ghana,689,7,Africa,2020,4,Apr 2020
2020-05-03,Ghana,635,6,Africa,2020,5,May 2020
2020-05-10,Ghana,728,11,Africa,2020,5,May 2020
2020-05-17,Ghana,733,6,Africa,2020,5,May 2020
2020-05-24,Ghana,821,9,Africa,2020,5,May 2020
2020-05-31,Ghana,905,10,Africa,2020,5,May 2020
2020-06-07,Ghana,756,9,Africa,2020,6,Jun 2020
2020-06-14,Ghana,893,9,Africa,2020,6,Jun 2020
2020-06-21,Ghana,903,10,Africa,2020,6,Jun 2020
2020-06-28,Ghana,974,10,Africa,2020,6,Jun 2020
2020-07-05,Ghana,972,11,Africa,2020,7,Jul 2020
2020-07-12,Ghana,941,9,Africa,2020,7,Jul 2020
2020-07-19,Ghana,985,11,Africa,2020,7,Jul 2020
2020-07-26,Ghana,978,10,Africa,2020,7,Jul 2020
2020-08-02,Ghana,1099,12,Africa,2020,8,Aug 2020
2020-08-09,Ghana,1056,11,Africa,2020,8,Aug 2020
2020-08-16,Ghana,1173,14,Africa,2020,8,Aug 2020
2020-08-23,Ghana,1077,11,Africa,2020,8,Aug 2020
2020-08-30,Ghana,1051,9,Africa,2020,8,Aug 2020
2020-09-06,Ghana,1015,12,Africa,2020,9,Sep 2020
2020-09-13,Ghana,1005,9,Africa,2020,9,Sep 2020
2020-09-20,Ghana,1020,10,Africa,2020,9,Sep 2020
2020-09-27,Ghana,1124,11,Africa,2020,9,Sep 2020
2020-10-04,Ghana,1137,14,Africa,2020,10,Oct 2020
2020-10-11,Ghana,1020,8,Africa,2020,10,Oct 2020
2020-10-18,Ghana,1152,16,Africa,2020,10,Oct 2020
2020-10-25,Ghana,1070,13,Africa,2020,10,Oct 2020
2020-11-01,Ghana,1097,12,Africa,2020,11,Nov 2020
2020-11-08,Ghana,1169,12,Africa,2020,11,Nov 2020
2020-11-15,Ghana,1118,12,Africa,2020,11,Nov 2020
2020-11-22,Ghana,1042,12,Africa,2020,11,Nov 2020
2020-11-29,Ghana,994,11,Africa,2020,11,Nov 2020
2020-12-06,Ghana,910,10,Africa,2020,12,Dec 2020
2020-12-13,Ghana,974,10,Africa,2020,12,Dec 2020
2020-12-20,Ghana,985,10,Africa,2020,12,Dec 2020
2020-12-27,Ghana,926,10,Africa,2020,12,Dec 2020
2021-01-03,Ghana,955,10,Africa,2021,1,Jan 2021
2021-01-10,Ghana,949,11,Africa,2021,1,Jan 2021
2021-01-17,Ghana,915,10,Africa,2021,1,Jan 2021
2021-01-24,Ghana,874,6,Africa,2021,1,Jan 2021
2021-01-31,Ghana,902,10,Africa,2021,1,Jan 2021
2021-02-07,Ghana,900,10,Africa,2021,2,Feb 2021
2021-02-14,Ghana,799,8,Africa,2021,2,Feb 2021
2021-02-21,Ghana,921,9,Africa,2021,2,Feb 2021
2021-02-28,Ghana,823,10,Africa,2021,2,Feb 2021
2021-03-07,Ghana,815,10,Africa,2021,3,Mar 2021
2021-03-14,Ghana,840,8,Africa,2021,3,Mar 2021
2021-03-21,Ghana,803,9,Africa,2021,3,Mar 2021
2021-03-28,Ghana,832,7,Africa,2021,3,Mar 2021
2021-04-04,Ghana,786,6,Africa,2021,4,Apr 2021
2021-04-11,Ghana,728,7,Africa,2021,4,Apr 2021
2021-04-18,Ghana,775,9,Africa,2021,4,Apr 2021
2021-04-25,Ghana,687,8,Africa,2021,4,Apr 2021
2021-05-02,Ghana,751,8,Africa,2021,5,May 2021
2021-05-09,Ghana,740,9,Africa,2021,5,May 2021
2021-05-16,Ghana,729,8,Africa,2021,5,May 2021
2021-05-23,Ghana,732,7,Africa,2021,5,May 2021
2021-05-30,Ghana,635,7,Africa,2021,5,May 2021
2021-06-06,Ghana,709,8,Africa,2021,6,Jun 2021
2021-06-13,Ghana,746,9,Africa,2021,6,Jun 2021
2021-06-20,Ghana,751,9,Africa,2021,6,Jun 2021
2021-06-27,Ghana,688,8,Africa,2021,6,Jun 2021
2021-07-04,Ghana,816,9,Africa,2021,7,Jul 2021
2021-07-11,Ghana,701,9,Africa,2021,7,Jul 2021
2021-07-18,Ghana,804,8,Africa,2021,7,Jul 2021
2021-07-25,Ghana,776,7,Africa,2021,7,Jul 2021
2021-08-01,Ghana,718,7,Africa,2021,8,Aug 2021
2021-08-08,Ghana,852,8,Africa,2021,8,Aug 2021
2021-08-15,Ghana,688,6,Africa,2021,8,Aug 2021
2021-08-22,Ghana,803,8,Africa,2021,8,Aug 2021
2021-08-29,Ghana,805,7,Africa,2021,8,Aug 2021
2021-09-05,Ghana,709,7,Africa,2021,9,Sep 2021
2021-09-12,Ghana,818,6,Africa,2021,9,Sep 2021
2021-09-19,Ghana,721,8,Africa,2021,9,Sep 2021
2021-09-26,Ghana,743,8,Africa,2021,9,Sep 2021
2021-10-03,Ghana,732,7,Africa,2021,10,Oct 2021
2021-10-10,Ghana,700,8,Africa,2021,10,Oct 2021
2021-10-17,Ghana,740,9,Africa,2021,10,Oct 2021
2021-10-24,Ghana,725,6,Africa,2021,10,Oct 2021
2021-10-31,Ghana,570,5,Africa,2021,10,Oct 2021
2021-11-07,Ghana,722,7,Africa,2021,11,Nov 2021
2021-11-14,Ghana,541,4,Africa,2021,11,Nov 2021
2021-11-21,Ghana,670,8,Africa,2021,11,Nov 2021
2021-11-28,Ghana,656,6,Africa,2021,11,Nov 2021
2021-12-05,Ghana,513,5,Africa,2021,12,Dec 2021
2021-12-12,Ghana,529,3,Africa,2021,12,Dec 2021
2021-12-19,Ghana,468,5,Africa,2021,12,Dec 2021
2021-12-26,Ghana,494,3,Africa,2021,12,Dec 2021
2022-01-02,Ghana,466,5,Africa,2022,1,Jan 2022
2022-01-09,Ghana,502,5,Africa,2022,1,Jan 2022
2022-01-16,Ghana,508,7,Africa,2022,1,Jan 2022
2022-01-23,Ghana,488,3,Africa,2022,1,Jan 2022
2022-01-30,Ghana,357,0,Africa,2022,1,Jan 2022
2022-02-06,Ghana,353,4,Africa,2022,2,Feb 2022
2022-02-13,Ghana,249,4,Africa,2022,2,Feb 2022
2022-02-20,Ghana,275,4,Africa,2022,2,Feb 2022
2022-02-27,Ghana,350,4,Africa,2022,2,Feb 2022
2022-03-06,Ghana,365,3,Africa,2022,3,Mar 2022
2022-03-13,Ghana,187,3,Africa,2022,3,Mar 2022
2022-03-20,Ghana,203,1,Africa,2022,3,Mar 2022
2022-03-27,Ghana,215,2,Africa,2022,3,Mar 2022
2022-04-03,Ghana,214,2,Africa,2022,4,Apr 2022
2022-04-10,Ghana,137,2,Africa,2022,4,Apr 2022
2022-04-17,Ghana,189,5,Africa,2022,4,Apr 2022
2022-04-24,Ghana,124,1,Africa,2022,4,Apr 2022
2022-05-01,Ghana,135,0,Africa,2022,5,May 2022
2022-05-08,Ghana,153,1,Africa,2022,5,May 2022
2022-05-15,Ghana,111,0,Africa,2022,5,May 2022
2022-05-22,Ghana,75,0,Africa,2022,5,May 2022
2022-05-29,Ghana,82,0,Africa,2022,5,May 2022
2022-06-05,Ghana,74,0,Africa,2022,6,Jun 2022
2022-06-12,Ghana,50,0,Africa,2022,6,Jun 2022
2022-06-19,Ghana,48,0,Africa,2022,6,Jun 2022
2022-06-26,Ghana,143,2,Africa,2022,6,Jun 2022
2022-07-03,Ghana,79,0,Africa,2022,7,Jul 2022
2022-07-10,Ghana,26,0,Africa,2022,7,Jul 2022
2022-07-17,Ghana,75,0,Africa,2022,7,Jul 2022
2022-07-24,Ghana,14,0,Africa,2022,7,Jul 2022
2022-07-31,Ghana,92,2,Africa,2022,7,Jul 2022
2022-08-07,Ghana,44,0,Africa,2022,8,Aug 2022
2022-08-14,Ghana,15,0,Africa,2022,8,Aug 2022
2022-08-21,Ghana,42,0,Africa,2022,8,Aug 2022
2022-08-28,Ghana,0,0,Africa,2022,8,Aug 2022
2022-09-04,Ghana,0,0,Africa,2022,9,Sep 2022
2022-09-11,Ghana,0,0,Africa,2022,9,Sep 2022
2022-09-18,Ghana,17,1,Africa,2022,9,Sep 2022
2022-09-25,Ghana,103,1,Africa,2022,9,Sep 2022
2022-10-02,Ghana,129,1,Africa,2022,10,Oct 2022
2022-10-09,Ghana,40,1,Africa,2022,10,Oct 2022
2022-10-16,Ghana,32,0,Africa,2022,10,Oct 2022
2022-10-23,Ghana,0,0,Africa,2022,10,Oct 2022
2022-10-30,Ghana,0,0,Africa,2022,10,Oct 2022
2022-11-06,Ghana,0,0,Africa,2022,11,Nov 2022
2022-11-13,Ghana,0,0,Africa,2022,11,Nov 2022
2022-11-20,Ghana,0,0,Africa,2022,11,Nov 2022
2022-11-27,Ghana,0,0,Africa,2022,11,Nov 2022
2022-12-04,Ghana,0,1,Africa,2022,12,Dec 2022
2022-12-11,Ghana,42,1,Africa,2022,12,Dec 2022
2022-12-18,Ghana,0,1,Africa,2022,12,Dec 2022
2022-12-25,Ghana,13,1,Africa,2022,12,Dec 2022
2020-03-01,Tunisia,2908,93,Africa,2020,3,Mar 2020
2020-03-08,Tunisia,3122,93,Africa,2020,3,Mar 2020
2020-03-15,Tunisia,3015,123,Africa,2020,3,Mar 2020
2020-03-22,Tunisia,3304,111,Africa,2020,3,Mar 2020
2020-03-29,Tunisia,3816,117,Africa,2020,3,Mar 2020
2020-04-05,Tunisia,4210,179,Africa,2020,4,Apr 2020
2020-04-12,Tunisia,3930,172,Africa,2020,4,Apr 2020
2020-04-19,Tunisia,4012,125,Africa,2020,4,Apr 2020
2020-04-26,Tunisia,4361,106,Africa,2020,4,Apr 2020
2020-05-03,Tunisia,4762,191,Africa,2020,5,May 2020
2020-05-10,Tunisia,4236,131,Africa,2020,5,May 2020
2020-05-17,Tunisia,4125,163,Africa,2020,5,May 2020
2020-05-24,Tunisia,4921,123,Africa,2020,5,May 2020
2020-05-31,Tunisia,4868,192,Africa,2020,5,May 2020
2020-06-07,Tunisia,5293,155,Africa,2020,6,Jun 2020
2020-06-14,Tunisia,5590,213,Africa,2020,6,Jun 2020
2020-06-21,Tunisia,5648,198,Africa,2020,6,Jun 2020
2020-06-28,Tunisia,6472,203,Africa,2020,6,Jun 2020
2020-07-05,Tunisia,6228,208,Africa,2020,7,Jul 2020
2020-07-12,Tunisia,6359,239,Africa,2020,7,Jul 2020
2020-07-19,Tunisia,6603,233,Africa,2020,7,Jul 2020
2020-07-26,Tunisia,6108,228,Africa,2020,7,Jul 2020
2020-08-02,Tunisia,6980,292,Africa,2020,8,Aug 2020
2020-08-09,Tunisia,6689,195,Africa,2020,8,Aug 2020
2020-08-16,Tunisia,7038,285,Africa,2020,8,Aug 2020
2020-08-23,Tunisia,6503,230,Africa,2020,8,Aug 2020
2020-08-30,Tunisia,6397,201,Africa,2020,8,Aug 2020
2020-09-06,Tunisia,7276,222,Africa,2020,9,Sep 2020
2020-09-13,Tunisia,7159,245,Africa,2020,9,Sep 2020
2020-09-20,Tunisia,6735,258,Africa,2020,9,Sep 2020
2020-09-27,Tunisia,6758,233,Africa,2020,9,Sep 2020
2020-10-04,Tunisia,7454,297,Africa,2020,10,Oct 2020
2020-10-11,Tunisia,6630,196,Africa,2020,10,Oct 2020
2020-10-18,Tunisia,7595,265,Africa,2020,10,Oct 2020
2020-10-25,Tunisia,6667,202,Africa,2020,10,Oct 2020
2020-11-01,Tunisia,7157,259,Africa,2020,11,Nov 2020
2020-11-08,Tunisia,6760,258,Africa,2020,11,Nov 2020
2020-11-15,Tunisia,7017,235,Africa,2020,11,Nov 2020
2020-11-22,Tunisia,6538,165,Africa,2020,11,Nov 2020
2020-11-29,Tunisia,6585,235,Africa,2020,11,Nov 2020
2020-12-06,Tunisia,6564,240,Africa,2020,12,Dec 2020
2020-12-13,Tunisia,6100,223,Africa,2020,12,Dec 2020
2020-12-20,Tunisia,6606,261,Africa,2020,12,Dec 2020
2020-12-27,Tunisia,6060,185,Africa,2020,12,Dec 2020
2021-01-03,Tunisia,6049,228,Africa,2021,1,Jan 2021
2021-01-10,Tunisia,5669,227,Africa,2021,1,Jan 2021
2021-01-17,Tunisia,5007,131,Africa,2021,1,Jan 2021
2021-01-24,Tunisia,5725,208,Africa,2021,1,Jan 2021
2021-01-31,Tunisia,6526,216,Africa,2021,1,Jan 2021
2021-02-07,Tunisia,5848,202,Africa,2021,2,Feb 2021
2021-02-14,Tunisia,5462,199,Africa,2021,2,Feb 2021
2021-02-21,Tunisia,5277,172,Africa,2021,2,Feb 2021
2021-02-28,Tunisia,5282,168,Africa,2021,2,Feb 2021
2021-03-07,Tunisia,5377,189,Africa,2021,3,Mar 2021
2021-03-14,Tunisia,4690,137,Africa,2021,3,Mar 2021
2021-03-21,Tunisia,5419,163,Africa,2021,3,Mar 2021
2021-03-28,Tunisia,5212,199,Africa,2021,3,Mar 2021
2021-04-04,Tunisia,5154,152,Africa,2021,4,Apr 2021
2021-04-11,Tunisia,5004,191,Africa,2021,4,Apr 2021
2021-04-18,Tunisia,4815,179,Africa,2021,4,Apr 2021
2021-04-25,Tunisia,5008,132,Africa,2021,4,Apr 2021
2021-05-02,Tunisia,4952,156,Africa,2021,5,May 2021
2021-05-09,Tunisia,4601,190,Africa,2021,5,May 2021
2021-05-16,Tunisia,4512,133,Africa,2021,5,May 2021
2021-05-23,Tunisia,4741,154,Africa,2021,5,May 2021
2021-05-30,Tunisia,5247,194,Africa,2021,5,May 2021
2021-06-06,Tunisia,4275,168,Africa,2021,6,Jun 2021
2021-06-13,Tunisia,4203,140,Africa,2021,6,Jun 2021
2021-06-20,Tunisia,4785,152,Africa,2021,6,Jun 2021
2021-06-27,Tunisia,4758,201,Africa,2021,6,Jun 2021
2021-07-04,Tunisia,4815,211,Africa,2021,7,Jul 2021
2021-07-11,Tunisia,4853,193,Africa,2021,7,Jul 2021
2021-07-18,Tunisia,4702,166,Africa,2021,7,Jul 2021
2021-07-25,Tunisia,5312,166,Africa,2021,7,Jul 2021
2021-08-01,Tunisia,4237,127,Africa,2021,8,Aug 2021
2021-08-08,Tunisia,4510,170,Africa,2021,8,Aug 2021
2021-08-15,Tunisia,4762,176,Africa,2021,8,Aug 2021
2021-08-22,Tunisia,4214,181,Africa,2021,8,Aug 2021
2021-08-29,Tunisia,4712,180,Africa,2021,8,Aug 2021
2021-09-05,Tunisia,5332,149,Africa,2021,9,Sep 2021
2021-09-12,Tunisia,4726,191,Africa,2021,9,Sep 2021
2021-09-19,Tunisia,4759,142,Africa,2021,9,Sep 2021
2021-09-26,Tunisia,4188,137,Africa,2021,9,Sep 2021
2021-10-03,Tunisia,4355,158,Africa,2021,10,Oct 2021
2021-10-10,Tunisia,4371,201,Africa,2021,10,Oct 2021
2021-10-17,Tunisia,4314,227,Africa,2021,10,Oct 2021
2021-10-24,Tunisia,4787,182,Africa,2021,10,Oct 2021
2021-10-31,Tunisia,4438,150,Africa,2021,10,Oct 2021
2021-11-07,Tunisia,3750,144,Africa,2021,11,Nov 2021
2021-11-14,Tunisia,4114,165,Africa,2021,11,Nov 2021
2021-11-21,Tunisia,4082,135,Africa,2021,11,Nov 2021
2021-11-28,Tunisia,4180,190,Africa,2021,11,Nov 2021
2021-12-05,Tunisia,4202,152,Africa,2021,12,Dec 2021
2021-12-12,Tunisia,3156,122,Africa,2021,12,Dec 2021
2021-12-19,Tunisia,3085,124,Africa,2021,12,Dec 2021
2021-12-26,Tunisia,2783,107,Africa,2021,12,Dec 2021
2022-01-02,Tunisia,2993,125,Africa,2022,1,Jan 2022
2022-01-09,Tunisia,3088,92,Africa,2022,1,Jan 2022
2022-01-16,Tunisia,3119,95,Africa,2022,1,Jan 2022
2022-01-23,Tunisia,2596,63,Africa,2022,1,Jan 2022
2022-01-30,Tunisia,2360,93,Africa,2022,1,Jan 2022
2022-02-06,Tunisia,2377,102,Africa,2022,2,Feb 2022
2022-02-13,Tunisia,1885,77,Africa,2022,2,Feb 2022
2022-02-20,Tunisia,2765,137,Africa,2022,2,Feb 2022
2022-02-27,Tunisia,1331,46,Africa,2022,2,Feb 2022
2022-03-06,Tunisia,1823,80,Africa,2022,3,Mar 2022
2022-03-13,Tunisia,2336,55,Africa,2022,3,Mar 2022
2022-03-20,Tunisia,1504,43,Africa,2022,3,Mar 2022
2022-03-27,Tunisia,1315,63,Africa,2022,3,Mar 2022
2022-04-03,Tunisia,1142,60,Africa,2022,4,Apr 2022
2022-04-10,Tunisia,1095,31,Africa,2022,4,Apr 2022
2022-04-17,Tunisia,1536,52,Africa,2022,4,Apr 2022
2022-04-24,Tunisia,184,0,Africa,2022,4,Apr 2022
2022-05-01,Tunisia,1405,40,Africa,2022,5,May 2022
2022-05-08,Tunisia,285,31,Africa,2022,5,May 2022
2022-05-15,Tunisia,612,35,Africa,2022,5,May 2022
2022-05-22,Tunisia,482,29,Africa,2022,5,May 2022
2022-05-29,Tunisia,772,28,Africa,2022,5,May 2022
2022-06-05,Tunisia,0,0,Africa,2022,6,Jun 2022
2022-06-12,Tunisia,610,5,Africa,2022,6,Jun 2022
2022-06-19,Tunisia,1106,55,Africa,2022,6,Jun 2022
2022-06-26,Tunisia,0,10,Africa,2022,6,Jun 2022
2022-07-03,Tunisia,375,25,Africa,2022,7,Jul 2022
2022-07-10,Tunisia,39,0,Africa,2022,7,Jul 2022
2022-07-17,Tunisia,386,0,Africa,2022,7,Jul 2022
2022-07-24,Tunisia,213,34,Africa,2022,7,Jul 2022
2022-07-31,Tunisia,0,0,Africa,2022,7,Jul 2022
2022-08-07,Tunisia,326,0,Africa,2022,8,Aug 2022
2022-08-14,Tunisia,766,43,Africa,2022,8,Aug 2022
2022-08-21,Tunisia,49,0,Africa,2022,8,Aug 2022
2022-08-28,Tunisia,351,38,Africa,2022,8,Aug 2022
2022-09-04,Tunisia,0,15,Africa,2022,9,Sep 2022
2022-09-11,Tunisia,0,16,Africa,2022,9,Sep 2022
2022-09-18,Tunisia,227,0,Africa,2022,9,Sep 2022
2022-09-25,Tunisia,571,49,Africa,2022,9,Sep 2022
2022-10-02,Tunisia,168,12,Africa,2022,10,Oct 2022
2022-10-09,Tunisia,0,0,Africa,2022,10,Oct 2022
2022-10-16,Tunisia,31,4,Africa,2022,10,Oct 2022
2022-10-23,Tunisia,0,0,Africa,2022,10,Oct 2022
2022-10-30,Tunisia,233,18,Africa,2022,10,Oct 2022
2022-11-06,Tunisia,327,0,Africa,2022,11,Nov 2022
2022-11-13,Tunisia,0,0,Africa,2022,11,Nov 2022
2022-11-20,Tunisia,0,0,Africa,2022,11,Nov 2022
2022-11-27,Tunisia,103,30,Africa,2022,11,Nov 2022
2022-12-04,Tunisia,0,0,Africa,2022,12,Dec 2022
2022-12-11,Tunisia,0,37,Africa,2022,12,Dec 2022
2022-12-18,Tunisia,740,12,Africa,2022,12,Dec 2022
2022-12-25,Tunisia,0,0,Africa,2022,12,Dec 2022
